X,Y,Z,Intensity,ReturnNumber,NumberOfReturns,ScanDirectionFlag,EdgeOfFlightLine,Classification,ScanAngleRank,UserData,PointSourceId,GpsTime,Red,Green,Blue,ClusterID
572278.868,4498590.362,37.529,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,45056.0,11520.0,11520.0,13.0
572278.889,4498590.373,37.525,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45056.0,11264.0,9728.0,13.0
572278.886,4498590.359,37.524,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46080.0,12288.0,11264.0,13.0
572278.888,4498590.366,37.525,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45312.0,11264.0,10240.0,13.0
572278.893,4498590.358,37.522,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47104.0,12544.0,11776.0,13.0
572278.855,4498590.35,37.53,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45056.0,13824.0,12544.0,13.0
572279.037,4498590.37,37.487,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,44032.0,14336.0,13824.0,13.0
572278.892,4498590.366,37.521,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43776.0,9216.0,8704.0,13.0
572279.024,4498590.372,37.491,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44544.0,11264.0,10240.0,13.0
572278.88,4498590.367,37.527,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44544.0,11776.0,9728.0,13.0
572278.888,4498590.373,37.525,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44032.0,9728.0,8448.0,13.0
572278.896,4498590.372,37.523,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45312.0,10752.0,9728.0,13.0
572278.904,4498590.371,37.521,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46080.0,11776.0,10240.0,13.0
572278.911,4498590.37,37.519,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45312.0,12288.0,10752.0,13.0
572278.863,4498590.385,37.534,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45312.0,13056.0,11008.0,13.0
572278.969,4498590.373,37.507,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46080.0,10240.0,9216.0,13.0
572279.045,4498590.368,37.485,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43776.0,10240.0,8960.0,13.0
572279.059,4498590.366,37.48,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46336.0,12288.0,12032.0,13.0
572278.897,4498590.372,37.521,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44288.0,9472.0,8704.0,13.0
